character,show,season,episode
Arthur Darvill,Dr Who,6,3
Alex Kingston,Dr Who,6,3
Mark Sheppard,Dr Who,6,3
Marnix Van Den Broeke,Dr Who,6,3
Stuart Milligan,Dr Who,6,3
Kerry Shale,Dr Who,6,3
Glenn Wrage,Dr Who,6,3
Jeff Mash,Dr Who,6,3
Sydney Wade,Dr Who,6,3
Tommy Campbell,Dr Who,6,3
Peter Banks,Dr Who,6,3
Frances Barber,Dr Who,6,3
Ricky Fearon,Dr Who,6,3
Matt Smith,Dr Who,6,4
Karen Gillan,Dr Who,6,4
Arthur Darvill,Dr Who,6,4
Hugh Bonneville,Dr Who,6,4
Oscar Lloyd,Dr Who,6,4
Lee Ross,Dr Who,6,4
Michael Begley,Dr Who,6,4
Tony Lucken,Dr Who,6,4
Chris Jarman,Dr Who,6,4
Carl McCrystal,Dr Who,6,4
Lily Cole,Dr Who,6,4
Matt Smith,Dr Who,6,5
Karen Gillan,Dr Who,6,5
Arthur Darvill,Dr Who,6,5
Suranne Jones,Dr Who,6,5
Michael Sheen,Dr Who,6,5
Paul Kasey,Dr Who,6,5
Adrian Schiller,Dr Who,6,5
Elizabeth Berrington,Dr Who,6,5
Matt Smith,Dr Who,6,6
Karen Gillan,Dr Who,6,6
Arthur Darvill,Dr Who,6,6
Mark Bonnar,Dr Who,6,6
Marshall Lancaster,Dr Who,6,6
Sarah Smart,Dr Who,6,6
Raquel Cassidy,Dr Who,6,6
Leon Vickers,Dr Who,6,6
Frances Barber,Dr Who,6,6
Matt Smith,Dr Who,6,7
Karen Gillan,Dr Who,6,7
Arthur Darvill,Dr Who,6,7
Mark Bonnar,Dr Who,6,7
Marshall Lancaster,Dr Who,6,7
Sarah Smart,Dr Who,6,7
Raquel Cassidy,Dr Who,6,7
Leon Vickers,Dr Who,6,7
Frances Barber,Dr Who,6,7
Edmond Moulton,Dr Who,6,7
Matt Smith,Dr Who,6,8
Karen Gillan,Dr Who,6,8
Arthur Darvill,Dr Who,6,8
Alex Kingston,Dr Who,6,8
Frances Barber,Dr Who,6,8
Charlie Baker,Dr Who,6,8
Dan Johnston,Dr Who,6,8
Christina Chong,Dr Who,6,8
Joshua Hayes,Dr Who,6,8
Damian Kell,Dr Who,6,8
Neve McIntosh,Dr Who,6,8
Catrin Stewart,Dr Who,6,8
Richard Trinder,Dr Who,6,8
Annabel Cleare,Dr Who,6,8
Henry Wood,Dr Who,6,8
Matt Smith,Dr Who,6,9
Karen Gillan,Dr Who,6,9
Arthur Darvill,Dr Who,6,9
Alex Kingston,Dr Who,6,9
Nina Toussaint-White,Dr Who,6,9
Caitlin Blackwood,Dr Who,6,9
Maya Glace-Green,Dr Who,6,9
Ezekiel Wigglesworth,Dr Who,6,9
Philip Rham,Dr Who,6,9
Richard Dillane,Dr Who,6,9
Amy Cudden,Dr Who,6,9
Davood Ghadami,Dr Who,6,9
Ella Kenion,Dr Who,6,9
Albert Welling,Dr Who,6,9
Mark Killeen,Dr Who,6,9
Matt Smith,Dr Who,6,10
Karen Gillan,Dr Who,6,10
Arthur Darvill,Dr Who,6,10
Daniel Mays,Dr Who,6,10
Jamie Oram,Dr Who,6,10
Emma Cunniffe,Dr Who,6,10
Andrew Tiernan,Dr Who,6,10
Leila Hoffman,Dr Who,6,10
Sophie Cosson,Dr Who,6,10
Matt Smith,Dr Who,6,11
Karen Gillan,Dr Who,6,11
Arthur Darvill,Dr Who,6,11
Josie Taylor,Dr Who,6,11
Imelda Staunton,Dr Who,6,11
Matt Smith,Dr Who,6,12
Karen Gillan,Dr Who,6,12
Arthur Darvill,Dr Who,6,12
Sarah Quintrell,Dr Who,6,12
Amara Karan,Dr Who,6,12
Dimitri Leonidas,Dr Who,6,12
Daniel Pirrie,Dr Who,6,12
David Walliams,Dr Who,6,12
Dafydd Emyr,Dr Who,6,12
Spencer Wilding,Dr Who,6,12
Rashid Karapiet,Dr Who,6,12
Caitlin Blackwood,Dr Who,6,12
Roger Ennals,Dr Who,6,12
Matt Smith,Dr Who,6,13
Karen Gillan,Dr Who,6,13
Arthur Darvill,Dr Who,6,13
James Corden,Dr Who,6,13
Daisy Haggard,Dr Who,6,13
Alex Kingston,Dr Who,6,13
Frances Barber,Dr Who,6,13
Seroca Davis,Dr Who,6,13
Holli Dempsey,Dr Who,6,13
Chris Obi,Dr Who,6,13
Lynda Baron,Dr Who,6,13
Paul Kasey,Dr Who,6,13
Nicholas Briggs,Dr Who,6,13
Matt Smith,Dr Who,6,14
Karen Gillan,Dr Who,6,14
Arthur Darvill,Dr Who,6,14
Alex Kingston,Dr Who,6,14
Frances Barber,Dr Who,6,14
Simon Fisher-Becker,Dr Who,6,14
Ian McNeice,Dr Who,6,14
Richard Hope,Dr Who,6,14
Marnix Van Den Broeke,Dr Who,6,14
Nicholas Briggs,Dr Who,6,14
Simon Callow,Dr Who,6,14
Sian Williams,Dr Who,6,14
Bill Turnbull,Dr Who,6,14
Meredith Vieira,Dr Who,6,14
Niall Greig Fulton,Dr Who,6,14
Matt Smith,Dr Who,7,1
Karen Gillan,Dr Who,7,1
Arthur Darvill,Dr Who,7,1
Claire Skinner,Dr Who,7,1
Maurice Cole,Dr Who,7,1
Holly Earl,Dr Who,7,1
Alexander Armstrong,Dr Who,7,1
Sam Stockman,Dr Who,7,1
Bill Bailey,Dr Who,7,1
Paul Bazely,Dr Who,7,1
Arabella Weir,Dr Who,7,1
Spencer Wilding,Dr Who,7,1
Paul Kasey,Dr Who,7,1
Matt Smith,Dr Who,7,2
Karen Gillan,Dr Who,7,2
Arthur Darvill,Dr Who,7,2
Jenna Coleman,Dr Who,7,2
Anamaria Marinca,Dr Who,7,2
Naomi Ryan,Dr Who,7,2
David Gyasi,Dr Who,7,2
Nicholas Briggs,Dr Who,7,2
Barnaby Edwards,Dr Who,7,2
Nicholas Pegg,Dr Who,7,2
Matt Smith,Dr Who,7,3
Karen Gillan,Dr Who,7,3
Arthur Darvill,Dr Who,7,3
Rupert Graves,Dr Who,7,3
Mark Williams,Dr Who,7,3
David Bradley,Dr Who,7,3
Riann Steele,Dr Who,7,3
Sunetra Sarker,Dr Who,7,3
Noel Byrne,Dr Who,7,3
Richard Garaghty,Dr Who,7,3
Richard Hope,Dr Who,7,3
Rudi Dharmalingam,Dr Who,7,3
David Mitchell,Dr Who,7,3
Robert Webb,Dr Who,7,3
Matt Smith,Dr Who,7,4
Karen Gillan,Dr Who,7,4
Arthur Darvill,Dr Who,7,4
Andrew Brooke,Dr Who,7,4
Adrian Scarborough,Dr Who,7,4
Dominic Kemp,Dr Who,7,4
Joanne McQuinn,Dr Who,7,4
William Byrd Wilkins,Dr Who,7,4
Garrick Hagon,Dr Who,7,4
Ben Browder,Dr Who,7,4
Sean Benedict,Dr Who,7,4
Roberto Cavazos,Dr Who,7,4
Matt Smith,Dr Who,7,5
Karen Gillan,Dr Who,7,5
Arthur Darvill,Dr Who,7,5
Mark Williams,Dr Who,7,5
Jemma Redgrave,Dr Who,7,5
Steven Berkoff,Dr Who,7,5
Selva Rasalingam,Dr Who,7,5
Alice O'Connell,Dr Who,7,5
Peter Cartwright,Dr Who,7,5
David Beck,Dr Who,7,5
Daniel Beck,Dr Who,7,5
David Hartley,Dr Who,7,5
Matt Smith,Dr Who,7,6
Karen Gillan,Dr Who,7,6
Arthur Darvill,Dr Who,7,6
Alex Kingston,Dr Who,7,6
Michael McShane,Dr Who,7,6
Roberto Davide,Dr Who,7,6
Bentley Kalu,Dr Who,7,6
Ozzie Yue,Dr Who,7,6
Burnell Tucker,Dr Who,7,6
Zac Fox,Dr Who,7,6
Matt Smith,Dr Who,7,7
Jenna Coleman,Dr Who,7,7
Tom Ward,Dr Who,7,7
Richard E. Grant,Dr Who,7,7
Catrin Stewart,Dr Who,7,7
Neve McIntosh,Dr Who,7,7
Dan Starkey,Dr Who,7,7
Joseph Darcey-Alden,Dr Who,7,7
Ellie Darcey-Alden,Dr Who,7,7
Liz White,Dr Who,7,7
Jim Conway,Dr Who,7,7
Cameron Strefford,Dr Who,7,7
Annabelle Dowler,Dr Who,7,7
Ben Addis,Dr Who,7,7
Sophie Miller-Sheen,Dr Who,7,7
Matt Smith,Dr Who,7,8
Jenna Coleman,Dr Who,7,8
Manpreet Bachu,Dr Who,7,8
Sean Knopp,Dr Who,7,8
James Greene,Dr Who,7,8
Eve De Leon Allen,Dr Who,7,8
Kassius Carey-Johnson,Dr Who,7,8
Geff Francis,Dr Who,7,8
Celia Imrie,Dr Who,7,8
Robert Whitelock,Dr Who,7,8
Dan Li,Dr Who,7,8
Daniella Eames,Dr Who,7,8
Anthony Edridge,Dr Who,7,8
Fred Pearson,Dr Who,7,8
Jade Anouka,Dr Who,7,8
Matt Smith,Dr Who,7,9
Jenna Coleman,Dr Who,7,9
Michael Dixon,Dr Who,7,9
Nicola Thorp,Dr Who,7,9
Emilia Jones,Dr Who,7,9
Chris Anderson,Dr Who,7,9
Aidan Cook,Dr Who,7,9
Feth Greenwood,Dr Who,7,9
Matt Smith,Dr Who,7,10
Jenna Coleman,Dr Who,7,10
Liam Cunningham,Dr Who,7,10
David Warner,Dr Who,7,10
Tobias Menzies,Dr Who,7,10
Josh O'Connor,Dr Who,7,10
James Norton,Dr Who,7,10
Charlie Anson,Dr Who,7,10
Spencer Wilding,Dr Who,7,10
Nicholas Briggs,Dr Who,7,10
Matt Smith,Dr Who,7,11
Jenna Coleman,Dr Who,7,11
Dougray Scott,Dr Who,7,11
Jessica Raine,Dr Who,7,11
Kemi-Bo Jacobs,Dr Who,7,11
Aidan Cook,Dr Who,7,11
Matt Smith,Dr Who,7,12
Jenna Coleman,Dr Who,7,12
Ashley Walters,Dr Who,7,12
Mark Oliver,Dr Who,7,12
Jahvel Hall,Dr Who,7,12
Sarah Louise Madison,Dr Who,7,12
Ruari Mears,Dr Who,7,12
Paul Kasey,Dr Who,7,12
Matt Smith,Dr Who,7,13
Jenna Coleman,Dr Who,7,13
Diana Rigg,Dr Who,7,13
Rachael Stirling,Dr Who,7,13
Catrin Stewart,Dr Who,7,13
Neve McIntosh,Dr Who,7,13
Dan Starkey,Dr Who,7,13
Eve De Leon Allen,Dr Who,7,13
Kassius Carey-Johnson,Dr Who,7,13
Brendan Patricks,Dr Who,7,13
Graham Turner,Dr Who,7,13
Olivia Vinall,Dr Who,7,13
Michelle Tate,Dr Who,7,13
Jack Oliver Hudson,Dr Who,7,13
Matt Smith,Dr Who,7,14
Jenna Coleman,Dr Who,7,14
Eve De Leon Allen,Dr Who,7,14
Kassius Carey-Johnson,Dr Who,7,14
Jason Watkins,Dr Who,7,14
Warwick Davis,Dr Who,7,14
Tamzin Outhwaite,Dr Who,7,14
Eloise Joseph,Dr Who,7,14
Will Merrick,Dr Who,7,14
Calvin A. Dean,Dr Who,7,14
Aidan Cook,Dr Who,7,14
Nicholas Briggs,Dr Who,7,14
Zahra Ahmadi,Dr Who,7,14
Matt Smith,Dr Who,7,15
Jenna Coleman,Dr Who,7,15
Alex Kingston,Dr Who,7,15
Richard E. Grant,Dr Who,7,15
Neve McIntosh,Dr Who,7,15
Catrin Stewart,Dr Who,7,15
Dan Starkey,Dr Who,7,15
Eve De Leon Allen,Dr Who,7,15
Kassius Carey-Johnson,Dr Who,7,15
Nasi Voutsas,Dr Who,7,15
David Avery,Dr Who,7,15
Michael Jenn,Dr Who,7,15
Rab Affleck,Dr Who,7,15
Samuel Irvine,Dr Who,7,15
Sophie Downham,Dr Who,7,15
Peter Capaldi,Dr Who,8,1
Jenna Coleman,Dr Who,8,1
Neve McIntosh,Dr Who,8,1
Dan Starkey,Dr Who,8,1
Catrin Stewart,Dr Who,8,1
Peter Ferdinando,Dr Who,8,1
Paul Hickey,Dr Who,8,1
Tony Way,Dr Who,8,1
Maggie Service,Dr Who,8,1
Mark Kempner,Dr Who,8,1
Brian Miller,Dr Who,8,1
Graham Duff,Dr Who,8,1
Ellis George,Dr Who,8,1
Peter Hannah,Dr Who,8,1
Paul Kasey,Dr Who,8,1
Peter Capaldi,Dr Who,8,2
Jenna Coleman,Dr Who,8,2
Zawe Ashton,Dr Who,8,2
Michael Smiley,Dr Who,8,2
Samuel Anderson,Dr Who,8,2
Laura Dos Santos,Dr Who,8,2
Ben Crompton,Dr Who,8,2
Bradley Ford,Dr Who,8,2
Michelle Morris,Dr Who,8,2
Nigel Betts,Dr Who,8,2
Ellis George,Dr Who,8,2
Barnaby Edwards,Dr Who,8,2
Nicholas Briggs,Dr Who,8,2
Peter Capaldi,Dr Who,8,3
Jenna Coleman,Dr Who,8,3
Tom Riley,Dr Who,8,3
Roger Ashton-Griffiths,Dr Who,8,3
Sabrina Bartlett,Dr Who,8,3
Ben Miller,Dr Who,8,3
Ian Hallard,Dr Who,8,3
Trevor Cooper,Dr Who,8,3
Rusty Goffe,Dr Who,8,3
Joseph Kennedy,Dr Who,8,3
Adam Jones,Dr Who,8,3
David Benson,Dr Who,8,3
David Langham,Dr Who,8,3
Tim Baggaley,Dr Who,8,3
Richard Elfyn,Dr Who,8,3
Peter Capaldi,Dr Who,8,4
Jenna Coleman,Dr Who,8,4
Samuel Anderson,Dr Who,8,4
Remi Gooding,Dr Who,8,4
Robert Goodman,Dr Who,8,4
Kiran Shah,Dr Who,8,4
Peter Capaldi,Dr Who,8,5
Jenna Coleman,Dr Who,8,5
Keeley Hawes,Dr Who,8,5
Jonathan Bailey,Dr Who,8,5
Pippa Bennett-Warner,Dr Who,8,5
Mark Ebulué,Dr Who,8,5
Trevor Sellers,Dr Who,8,5
Junior Laniyan,Dr Who,8,5
Ross Mullan,Dr Who,8,5
Peter Capaldi,Dr Who,8,6
Jenna Coleman,Dr Who,8,6
Samuel Anderson,Dr Who,8,6
Ellis George,Dr Who,8,6
Edward Harrison,Dr Who,8,6
Nigel Betts,Dr Who,8,6
Andy Gillies,Dr Who,8,6
Nanya Campbell,Dr Who,8,6
Joshua Warner-Campbell,Dr Who,8,6
Oliver Barry-Brook,Dr Who,8,6
Ramone Morgan,Dr Who,8,6
Winston Ellis,Dr Who,8,6
Gracy Goldman,Dr Who,8,6
Diana Katis,Dr Who,8,6
Jimmy Vee,Dr Who,8,6
Peter Capaldi,Dr Who,8,7
Jenna Coleman,Dr Who,8,7
Samuel Anderson,Dr Who,8,7
Ellis George,Dr Who,8,7
Hermione Norris,Dr Who,8,7
Tony Osoba,Dr Who,8,7
Phil Nice,Dr Who,8,7
Christopher Dane,Dr Who,8,7
Peter Capaldi,Dr Who,8,8
Jenna Coleman,Dr Who,8,8
Samuel Anderson,Dr Who,8,8
Frank Skinner,Dr Who,8,8
David Bamber,Dr Who,8,8
John Sessions,Dr Who,8,8
Daisy Beaumont,Dr Who,8,8
Janet Henfrey,Dr Who,8,8
Christopher Villiers,Dr Who,8,8
Foxes,Dr Who,8,8
Jamie Hill,Dr Who,8,8
Peter Capaldi,Dr Who,8,9
Jenna Coleman,Dr Who,8,9
Joivan Wade,Dr Who,8,9
Samuel Anderson,Dr Who,8,9
John Cummins,Dr Who,8,9
Jessica Hayles,Dr Who,8,9
Christopher Fairbank,Dr Who,8,9
Matt Bardock,Dr Who,8,9
Raj Bajaj,Dr Who,8,9
James Quinn,Dr Who,8,9
Michelle Gomez,Dr Who,8,9
Peter Capaldi,Dr Who,8,10
Jenna Coleman,Dr Who,8,10
Samuel Anderson,Dr Who,8,10
Abigail Eames,Dr Who,8,10
Jaydon Harris-Wallace,Dr Who,8,10
Ashley Foster,Dr Who,8,10
Harley Bird,Dr Who,8,10
Michelle Gomez,Dr Who,8,10
Siwan Morris,Dr Who,8,10
Harry Dickman,Dr Who,8,10
James Weber Brown,Dr Who,8,10
Michelle Asante,Dr Who,8,10
Curtis Flowers,Dr Who,8,10
Jenny Hill,Dr Who,8,10
Kate Tydman,Dr Who,8,10
Peter Capaldi,Dr Who,8,11
Jenna Coleman,Dr Who,8,11
Samuel Anderson,Dr Who,8,11
Michelle Gomez,Dr Who,8,11
Joan Blackham,Dr Who,8,11
Sheila Reid,Dr Who,8,11
Chris Addison,Dr Who,8,11
Andrew Leung,Dr Who,8,11
Antonio Bourouphael,Dr Who,8,11
Jeremiah Krage,Dr Who,8,11
Nigel Betts,Dr Who,8,11
Jenna Coleman,Dr Who,8,12
Peter Capaldi,Dr Who,8,12
Samuel Anderson,Dr Who,8,12
Michelle Gomez,Dr Who,8,12
Chris Addison,Dr Who,8,12
Ingrid Oliver,Dr Who,8,12
Jemma Redgrave,Dr Who,8,12
Sanjeev Bhaskar,Dr Who,8,12
Antonio Bourouphael,Dr Who,8,12
Shane Keogh-Grenade,Dr Who,8,12
Katie Bignell,Dr Who,8,12
James Pearse,Dr Who,8,12
Jeremiah Krage,Dr Who,8,12
Nicholas Briggs,Dr Who,8,12
Nick Frost,Dr Who,8,12
Peter Capaldi,Dr Who,9,1
Jenna Coleman,Dr Who,9,1
Nick Frost,Dr Who,9,1
Samuel Anderson,Dr Who,9,1
Dan Starkey,Dr Who,9,1
Nathan McMullen,Dr Who,9,1
Faye Marsay,Dr Who,9,1
Natalie Gumede,Dr Who,9,1
Maureen Beattie,Dr Who,9,1
Michael Troughton,Dr Who,9,1
Peter Capaldi,Dr Who,9,2
Jenna Coleman,Dr Who,9,2
Michelle Gomez,Dr Who,9,2
Jami Reid-Quarrell,Dr Who,9,2
Julian Bleach,Dr Who,9,2
Jemma Redgrave,Dr Who,9,2
Jaye Griffiths,Dr Who,9,2
Harki Bhambra,Dr Who,9,2
Daniel Hoffmann-Gill,Dr Who,9,2
Joey Price,Dr Who,9,2
Benjamin Cawley,Dr Who,9,2
Aaron Neil,Dr Who,9,2
Clare Higgins,Dr Who,9,2
Nicholas Briggs,Dr Who,9,2
Kelly Hunter,Dr Who,9,2
Peter Capaldi,Dr Who,9,3
Jenna Coleman,Dr Who,9,3
Michelle Gomez,Dr Who,9,3
Jami Reid-Quarrell,Dr Who,9,3
Julian Bleach,Dr Who,9,3
Joey Price,Dr Who,9,3
Nicholas Briggs,Dr Who,9,3
Barnaby Edwards,Dr Who,9,3
Nicholas Pegg,Dr Who,9,3
Peter Capaldi,Dr Who,9,4
Jenna Coleman,Dr Who,9,4
Colin McFarlane,Dr Who,9,4
Sophie Leigh Stone,Dr Who,9,4
Zaqi Ismail,Dr Who,9,4
Morven Christie,Dr Who,9,4
Arsher Ali,Dr Who,9,4
Steven Robertson,Dr Who,9,4
Paul Kaye,Dr Who,9,4
Peter Capaldi,Dr Who,9,5
Jenna Coleman,Dr Who,9,5
Colin McFarlane,Dr Who,9,5
Sophie Leigh Stone,Dr Who,9,5
Zaqi Ismail,Dr Who,9,5
Morven Christie,Dr Who,9,5
Arsher Ali,Dr Who,9,5
Steven Robertson,Dr Who,9,5
Paul Kaye,Dr Who,9,5
Neil Fingleton,Dr Who,9,5
Peter Serafinowicz,Dr Who,9,5
Corey Taylor,Dr Who,9,5
Peter Capaldi,Dr Who,9,6
Jenna Coleman,Dr Who,9,6
Maisie Williams,Dr Who,9,6
David Schofield,Dr Who,9,6
Simon Lipkin,Dr Who,9,6
Ian Conningham,Dr Who,9,6
Tom Stourton,Dr Who,9,6
Alastair Parker,Dr Who,9,6
Murray McArthur,Dr Who,9,6
Barnaby Kay,Dr Who,9,6
Peter Capaldi,Dr Who,9,7
Jenna Coleman,Dr Who,9,7
Maisie Williams,Dr Who,9,7
Rufus Hound,Dr Who,9,7
Gareth Berliner,Dr Who,9,7
Elisabeth Hopper,Dr Who,9,7
John Voce,Dr Who,9,7
Struan Rodger,Dr Who,9,7
Gruffudd Glyn,Dr Who,9,7
Reuben Johnson,Dr Who,9,7
Ariyon Bakare,Dr Who,9,7
Daniel Fearn,Dr Who,9,7
Karen Seacombe,Dr Who,9,7
John Hales,Dr Who,9,7
Peter Capaldi,Dr Who,9,8
Jenna Coleman,Dr Who,9,8
Ingrid Oliver,Dr Who,9,8
Jemma Redgrave,Dr Who,9,8
Jaye Griffiths,Dr Who,9,8
Cleopatra Dickens,Dr Who,9,8
Sasha Dickens,Dr Who,9,8
Rebecca Front,Dr Who,9,8
Abhishek Singh,Dr Who,9,8
Samila Kularatne,Dr Who,9,8
Todd Kramer,Dr Who,9,8
Jill Winternitz,Dr Who,9,8
Gretchen Egolf,Dr Who,9,8
Karen Mann,Dr Who,9,8
James Bailey,Dr Who,9,8
Peter Capaldi,Dr Who,9,9
Jenna Coleman,Dr Who,9,9
Ingrid Oliver,Dr Who,9,9
Jemma Redgrave,Dr Who,9,9
Nicholas Asbury,Dr Who,9,9
Aidan Cook,Dr Who,9,9
Tom Wilton,Dr Who,9,9
Jack Parker,Dr Who,9,9
Nicholas Briggs,Dr Who,9,9
Peter Capaldi,Dr Who,9,10
Jenna Coleman,Dr Who,9,10
Reece Shearsmith,Dr Who,9,10
Elaine Tan,Dr Who,9,10
Neet Mohan,Dr Who,9,10
Bethany Black,Dr Who,9,10
Paul Courtenay Hyu,Dr Who,9,10
Paul Davis,Dr Who,9,10
Tom Wilton,Dr Who,9,10
Matthew Doman,Dr Who,9,10
Zina Badran,Dr Who,9,10
Natasha Patel,Dr Who,9,10
Elizabeth Chong,Dr Who,9,10
Nikkita Chadha,Dr Who,9,10
Gracie Lai,Dr Who,9,10
Peter Capaldi,Dr Who,9,11
Jenna Coleman,Dr Who,9,11
Maisie Williams,Dr Who,9,11
Joivan Wade,Dr Who,9,11
Naomi Ackie,Dr Who,9,11
Simon Manyonda,Dr Who,9,11
Simon Paisley Day,Dr Who,9,11
Letitia Wright,Dr Who,9,11
Robin Soans,Dr Who,9,11
Angela Clerkin,Dr Who,9,11
Caroline Boulton,Dr Who,9,11
Jenny Lee,Dr Who,9,11
Peter Capaldi,Dr Who,9,12
Jenna Coleman,Dr Who,9,12
Jami Reid-Quarrell,Dr Who,9,12
Peter Capaldi,Dr Who,9,13
Jenna Coleman,Dr Who,9,13
Donald Sumpter,Dr Who,9,13
Ken Bones,Dr Who,9,13
Maisie Williams,Dr Who,9,13
T'Nia Miller,Dr Who,9,13
Malachi Kirby,Dr Who,9,13
Clare Higgins,Dr Who,9,13
Linda Broughton,Dr Who,9,13
Martin Sherman,Dr Who,9,13
Jami Reid-Quarrell,Dr Who,9,13
Nick Ash,Dr Who,9,13
Ross Mullan,Dr Who,9,13
Nicholas Briggs,Dr Who,9,13
Peter Capaldi,Dr Who,9,14
Alex Kingston,Dr Who,9,14
Matt Lucas,Dr Who,9,14
Greg Davies,Dr Who,9,14
Phillip Rhys,Dr Who,9,14
Rowan Polonski,Dr Who,9,14
Robert Curtis,Dr Who,9,14
Anthony Cozens,Dr Who,9,14
Chris Lew Kum Hoi,Dr Who,9,14
Nicolle Smartt,Dr Who,9,14
Liam Cook,Dr Who,9,14
Nonso Anozie,Dr Who,9,14
Peter Capaldi,Dr Who,1,1
Matt Lucas,Dr Who,1,1
Justin Chatwin,Dr Who,1,1
Charity Wakefield,Dr Who,1,1
Tomiwa Edun,Dr Who,1,1
Aleksandar Jovanovic,Dr Who,1,1
Logan Hoffman,Dr Who,1,1
Daniel Lorente,Dr Who,1,1
Sandra Teles,Dr Who,1,1
Tanroh Ishida,Dr Who,1,1
Vaughn Johseph,Dr Who,1,1
Peter Capaldi,Dr Who,1,2
Pearl Mackie,Dr Who,1,2
Matt Lucas,Dr Who,1,2
Jennifer Hennessy,Dr Who,1,2
Stephanie Hyam,Dr Who,1,2
Nicholas Briggs,Dr Who,1,2
Peter Capaldi,Dr Who,1,3
Pearl Mackie,Dr Who,1,3
Matt Lucas,Dr Who,1,3
Kiran L. Dadlani,Dr Who,1,3
Mina Anwar,Dr Who,1,3
Ralf Little,Dr Who,1,3
Kaizer Akhtar,Dr Who,1,3
Kalungi Ssebandeke,Dr Who,1,3
Kiran Shah,Dr Who,1,3
Craig Garner,Dr Who,1,3
Peter Capaldi,Dr Who,1,4
Pearl Mackie,Dr Who,1,4
Matt Lucas,Dr Who,1,4
Nicholas Burns,Dr Who,1,4
Asiatu Koroma,Dr Who,1,4
Peter Singh,Dr Who,1,4
Simon Ludders,Dr Who,1,4
Tomi May,Dr Who,1,4
Austin Taylor,Dr Who,1,4
Ellie Shenker,Dr Who,1,4
Kishaina Thiruselvan,Dr Who,1,4
Badger Skelton,Dr Who,1,4
Guillaume Rivaud,Dr Who,1,4
Peter Capaldi,Dr Who,1,5
Pearl Mackie,Dr Who,1,5
Matt Lucas,Dr Who,1,5
David Suchet,Dr Who,1,5
Mariah Gale,Dr Who,1,5
Mandeep Dhillon,Dr Who,1,5
Colin Ryan,Dr Who,1,5
Ben Presley,Dr Who,1,5
Alice Hewkin,Dr Who,1,5
Bart Suavek,Dr Who,1,5
Sam Benjamin,Dr Who,1,5
Tate Pitchie-Cooper,Dr Who,1,5
Peter Capaldi,Dr Who,1,6
Pearl Mackie,Dr Who,1,6
Matt Lucas,Dr Who,1,6
Kieran Bew,Dr Who,1,6
Justin Salinger,Dr Who,1,6
Peter Caulfield,Dr Who,1,6
Mimi Ndiweni,Dr Who,1,6
Katie Brayben,Dr Who,1,6
Lewis McGowan,Dr Who,1,6
Peter Capaldi,Dr Who,1,7
Pearl Mackie,Dr Who,1,7
Matt Lucas,Dr Who,1,7
Michelle Gomez,Dr Who,1,7
Jennifer Hennessy,Dr Who,1,7
Corrado Invernizzi,Dr Who,1,7
Joseph Long,Dr Who,1,7
Ronke Adekoluejo,Dr Who,1,7
Ivanno Jeremiah,Dr Who,1,7
Francesco Martino,Dr Who,1,7
Alana Maria,Dr Who,1,7
Laurent Maurel,Dr Who,1,7
Jamie Hill,Dr Who,1,7
Tim Bentinck,Dr Who,1,7
Peter Capaldi,Dr Who,1,8
Pearl Mackie,Dr Who,1,8
Matt Lucas,Dr Who,1,8
Togo Igawa,Dr Who,1,8
Nigel Hastings,Dr Who,1,8
Eben Young,Dr Who,1,8
Rachel Denning,Dr Who,1,8
Tony Gardner,Dr Who,1,8
Andrew Byron,Dr Who,1,8
Daphne Cheung,Dr Who,1,8
Jamie Hill,Dr Who,1,8
Tim Bentinck,Dr Who,1,8
Peter Capaldi,Dr Who,1,9
Pearl Mackie,Dr Who,1,9
Matt Lucas,Dr Who,1,9
Michelle Gomez,Dr Who,1,9
Emma Handy,Dr Who,1,9
Beatrice Curnew,Dr Who,1,9
Stewart Wright,Dr Who,1,9
Solomon Israel,Dr Who,1,9
Jamie Hill,Dr Who,1,9
Rosie Jane,Dr Who,1,9
Peter Capaldi,Dr Who,1,10
Pearl Mackie,Dr Who,1,10
Matt Lucas,Dr Who,1,10
Michelle Gomez,Dr Who,1,10
Anthony Calf,Dr Who,1,10
Ferdinand Kingsley,Dr Who,1,10
Richard Ashton,Dr Who,1,10
Adele Lynch,Dr Who,1,10
Glenn Speers,Dr Who,1,10
Ian Beattie,Dr Who,1,10
Bayo Gbadamosi,Dr Who,1,10
Ian Hughes,Dr Who,1,10
Lesley Ewen,Dr Who,1,10
Ysanne Churchman,Dr Who,1,10
Peter Capaldi,Dr Who,1,11
Pearl Mackie,Dr Who,1,11
Matt Lucas,Dr Who,1,11
Michelle Gomez,Dr Who,1,11
Rebecca Benson,Dr Who,1,11
Daniel Kerr,Dr Who,1,11
Brian Vernel,Dr Who,1,11
Rohan Nedd,Dr Who,1,11
Ben Hunter,Dr Who,1,11
Sam Adewunmi,Dr Who,1,11
Billy Matthews,Dr Who,1,11
Aaron Phagura,Dr Who,1,11
Jocelyn Brassington,Dr Who,1,11
Lewis McGowan,Dr Who,1,11
Peter Capaldi,Dr Who,1,12
Pearl Mackie,Dr Who,1,12
Matt Lucas,Dr Who,1,12
Michelle Gomez,Dr Who,1,12
John Simm,Dr Who,1,12
Oliver Lansley,Dr Who,1,12
Paul Brightwell,Dr Who,1,12
Alison Lintott,Dr Who,1,12
Nicholas Briggs,Dr Who,1,12
